timestamp,survey_id,agent_id,city_id,collection_channel,gender,birth_date,arrival_date,district_id,engagement_feeling,media_source,social_media,messaging_app,agent_category,agent_type,influencers,relationship_cat1,relationship_cat2,relationship_cat3,relationship_cat4,meeting_place,opinion_share,opinion_change,engagement_wish,engagement_type,engagement_freq,engagement_score
2020/03/27 9:01:34 PM UTC+3,190,190,Tel Aviv,Survey,Man,1978-11-21,2001-02-01,מגדלי נאמן Migdalei Ne'eman,1,c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים,a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,3. מגזר פרטי,g. חברות עסקיות,g. חברות עסקיות,יחסים לא טובים (התנגדות בקבלת החלטות),תומך (יחסים טובים והשפעה הדדית),נטרלי,נטרלי,c. חדשנות ומסגרות לתמיכה בסטארט-אפ,3,3,b. לא,a. סקרים ברשת;d. אפליקציית הצבעות,d. שעה בחודש,
2020/03/27 9:12:20 PM UTC+3,191,191,Tel Aviv,Survey,Man,1978-11-21,2001-02-01,מגדלי נאמן Migdalei Ne'eman,1,c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים,a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,3. מגזר פרטי,g. חברות עסקיות,g. חברות עסקיות,יחסים לא טובים (התנגדות בקבלת החלטות),תומך (יחסים טובים והשפעה הדדית),נטרלי,נטרלי,c. חדשנות ומסגרות לתמיכה בסטארט-אפ,3,3,b. לא,a. סקרים ברשת;d. אפליקציית הצבעות,d. שעה בחודש,
2020/03/29 5:23:37 PM UTC+3,192,192,Tel Aviv,Survey,Man,1985-05-05,2009-01-01,הצפון הישן HaTzafon HaYashan,2,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );e. דוא""ל ועלונים",a. Facebook;f. Instagram,b. Whatsapp,3. מגזר פרטי,l. אזרחים פרטניים,l. אזרחים פרטניים,נטרלי,נטרלי,נטרלי,נטרלי,g. ברשת (פורמים ואפליקציות),2,3,a. כן,a. סקרים ברשת;d. אפליקציית הצבעות,d. שעה בחודש,
2020/03/29 6:48:06 PM UTC+3,193,193,Tel Aviv,Survey,Man,1971-09-20,1871-01-01,הצפון הישן HaTzafon HaYashan,7,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );c. שיחות עם חברים ושכנים;h. רדיו;i. טלוויזיה",a. Facebook,b. Whatsapp,3. מגזר פרטי,g. חברות עסקיות,g. חברות עסקיות,תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),c. חדשנות ומסגרות לתמיכה בסטארט-אפ;g. ברשת (פורמים ואפליקציות),4,3,b. לא,d. אפליקציית הצבעות,פחות משעה בשנה,
2020/03/30 5:09:52 PM UTC+3,194,194,Tel Aviv,Survey,Man,1991-02-21,2016-08-01,נווה אביבים Neve Avivim,1,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... )",a. Facebook;f. Instagram,b. Whatsapp,"2. אקדמאי, מחקרי, התחדשות","e. מחקר אקדמאי, אוניברסיטאיי","a. הממשל (הלאומי);b.הממשל (המקומי);e. מחקר אקדמאי, אוניברסיטאיי",נטרלי,נטרלי,נטרלי,נטרלי,g. ברשת (פורמים ואפליקציות),1,2,b. לא,,e. שעה בשנה,
2020/03/30 9:19:45 PM UTC+3,195,195,Tel Aviv,Survey,Man,1987-06-04,2017-06-01,Sharona,1,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים",e. LinkedIn,b. Whatsapp;d. Slack,3. מגזר פרטי,"h. eCommerce, Startup, Small and Medium Enterprise","f. מחקר פרטי והתחדשות;h. eCommerce, Startup, Small and Medium Enterprise",נטרלי,נטרלי,נטרלי,נטרלי,c. חדשנות ומסגרות לתמיכה בסטארט-אפ,3,3,b. לא,a. סקרים ברשת;e. ניהול פרויקטים ציבוריים,d. שעה בחודש,
2020/03/31 11:40:57 AM UTC+3,196,196,Tel Aviv,Survey,Man,1987-06-04,2017-06-01,Sharona,1,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים",e. LinkedIn,b. Whatsapp;d. Slack,3. מגזר פרטי,"h. eCommerce, Startup, Small and Medium Enterprise","f. מחקר פרטי והתחדשות;h. eCommerce, Startup, Small and Medium Enterprise",נטרלי,נטרלי,נטרלי,נטרלי,c. חדשנות ומסגרות לתמיכה בסטארט-אפ,3,3,b. לא,a. סקרים ברשת;e. ניהול פרויקטים ציבוריים,d. שעה בחודש,
2020/04/02 12:44:27 PM UTC+3,197,197,Tel Aviv,Survey,Man,1989-11-01,2019-04-01,לב העיר Lev HaIr,3,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים;i. טלוויזיה",a. Facebook,b. Whatsapp,3. מגזר פרטי,"h. eCommerce, Startup, Small and Medium Enterprise",l. אזרחים פרטניים,יחסים לא טובים (התנגדות בקבלת החלטות),נטרלי,תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),g. ברשת (פורמים ואפליקציות),2,2,a. כן,a. סקרים ברשת;d. אפליקציית הצבעות,c. שעה בשבוע,
2020/04/02 3:45:14 PM UTC+3,198,198,Tel Aviv,Survey,Man,1983-03-18,2008-01-05,הצפון הישן HaTzafon HaYashan,1,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... )",a. Facebook,b. Whatsapp,3. מגזר פרטי,g. חברות עסקיות,a. הממשל (הלאומי),נטרלי,נטרלי,נטרלי,נטרלי,"a. אירועים שכונתיים, אגודות שכונתיות;g. ברשת (פורמים ואפליקציות)",3,3,b. לא,"c.שיחות אחד על אחד בטלפון, ופגישות",c. שעה בשבוע,
2020/04/06 10:06:11 AM UTC+3,199,199,Tel Aviv,Survey,Man,1961-04-06,1986-01-01,לב העיר Lev HaIr,5,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים;e. דוא""ל ועלונים;f. מידע מודפס (ספרים עלונים וכו'....);i. טלוויזיה",a. Facebook,b. Whatsapp,"1. ממשלתי, מגזר ציבורי",c. שירותים ציבוריים,l. אזרחים פרטניים,תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),g. ברשת (פורמים ואפליקציות),2,3,a. כן,a. סקרים ברשת;d. אפליקציית הצבעות,d. שעה בחודש,
2020/04/06 9:07:13 PM UTC+3,200,200,Tel Aviv,Survey,Man,1996-06-24,2019-12-01,עזרה Ezra,10,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );d. אתרים אינטרנטים;e. דוא""ל ועלונים",a. Facebook;b. Twitter;c. Youtube;e. LinkedIn;f. Instagram,b. Whatsapp,3. מגזר פרטי,c. שירותים ציבוריים,"a. הממשל (הלאומי);b.הממשל (המקומי);c. שירותים ציבוריים;d. שותף מייסד וכלכלה;h. eCommerce, Startup, Small and Medium Enterprise;l. אזרחים פרטניים",יחסים לא טובים (התנגדות בקבלת החלטות),יחסים לא טובים (התנגדות בקבלת החלטות),נטרלי,נטרלי,"a. אירועים שכונתיים, אגודות שכונתיות",4,4,a. כן,d. אפליקציית הצבעות,b. שעה ביום,
2020/04/07 3:50:24 PM UTC+3,201,201,Tel Aviv,Survey,Man,1992-10-11,2019-07-01,רמת גן,10,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );c. שיחות עם חברים ושכנים;d. אתרים אינטרנטים;h. רדיו;i. טלוויזיה",a. Facebook;c. Youtube;f. Instagram,b. Whatsapp,"2. אקדמאי, מחקרי, התחדשות",a. הממשל (הלאומי),"a. הממשל (הלאומי);b.הממשל (המקומי);e. מחקר אקדמאי, אוניברסיטאיי;g. חברות עסקיות;l. אזרחים פרטניים",תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),נטרלי,תומך (יחסים טובים והשפעה הדדית),c. חדשנות ומסגרות לתמיכה בסטארט-אפ;f. מועצת העיר או אסיפות ממשלתיות מכוונות;g. ברשת (פורמים ואפליקציות),4,4,a. כן,a. סקרים ברשת;d. אפליקציית הצבעות;e. ניהול פרויקטים ציבוריים,a. יותר משעה ביום,
2020/04/07 6:17:40 PM UTC+3,202,202,Tel Aviv,Survey,Man,1983-02-06,2011-09-01,נאות אפקה Ne'ot Afeka,1,כלום,a. Facebook;f. Instagram,b. Whatsapp,5. מדיה,g. חברות עסקיות,a. הממשל (הלאומי),יחסים לא טובים (התנגדות בקבלת החלטות),יחסים לא טובים (התנגדות בקבלת החלטות),תומך (יחסים טובים והשפעה הדדית),תומך (יחסים טובים והשפעה הדדית),g. ברשת (פורמים ואפליקציות),1,3,a. כן,a. סקרים ברשת;d. אפליקציית הצבעות;e. ניהול פרויקטים ציבוריים,d. שעה בחודש,
2020/04/07 8:51:12 AM UTC+3,203,203,Tel Aviv,Survey,Man,1987-12-23,2017-09-01,יפו ג .Yafo C,2,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. שיחות עם חברים ושכנים;e. דוא""ל ועלונים",a. Facebook;c. Youtube,b. Whatsapp,3. מגזר פרטי,a. הממשל (הלאומי),a. הממשל (הלאומי);g. חברות עסקיות,יחסים לא טובים (התנגדות בקבלת החלטות),תומך (יחסים טובים והשפעה הדדית),יחסים לא טובים (התנגדות בקבלת החלטות),נטרלי,"e. תשתיות עירוניות (תחבורה ציבורית, נדל""ן ציבורי וכו'ׂׂׂ);g. ברשת (פורמים ואפליקציות)",1,2,b. לא,,e. שעה בשנה,
2020/04/07 8:59:28 AM UTC+3,204,204,Tel Aviv,Survey,Man,1990-12-06,2018-10-01,הצפון הישן HaTzafon HaYashan,2,"a. רשתות חברתיות (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. אפליקציות התכתבות (Line, WhatsApp, WeChat, Slack, Telegram ... );d. אתרים אינטרנטים;i. טלוויזיה",a. Facebook;c. Youtube,b. Whatsapp,"2. אקדמאי, מחקרי, התחדשות","e. מחקר אקדמאי, אוניברסיטאיי","a. הממשל (הלאומי);e. מחקר אקדמאי, אוניברסיטאיי",נטרלי,תומך (יחסים טובים והשפעה הדדית),נטרלי,נטרלי,c. חדשנות ומסגרות לתמיכה בסטארט-אפ;d. גיזמות במערכות אקולוגיות וקבוצות עסקיות;g. ברשת (פורמים ואפליקציות),2,4,a. כן,"a. סקרים ברשת;c.שיחות אחד על אחד בטלפון, ופגישות;d. אפליקציית הצבעות",c. שעה בשבוע,
2020/06/01 7:35:56 PM UTC+3,205,205,Tallinn,Survey,Woman,1971-06-06,1998-01-01,Kesklinn,3,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... )",a. Facebook,b. Whatsapp,"2. Haridus, teadus ja innovatsioon",f. Erateadustegevus ja innovatsioon,b. Kohalik valitsus;c. Avalikud teenused;f. Erateadustegevus ja innovatsioon,Vastu (halb suhe ja vastasseis otsuste tegemises),Poolt (hea suhe ja vastastikune mõju);Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),c. Innovatsiooni ja startupid tugistruktuur;g. Online (veebifoorumid ja rakendused),5,3,b. Ei,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus",c. Üks tund nädalas,
2020/06/01 8:39:19 PM UTC+3,206,206,Tallinn,Survey,Woman,2001-06-21,2001-06-21,Põhja-Tallinn,2,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );b. Sõnumsiderakendustest (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;h. Raadiost",a. Facebook;b. Twitter;c. YouTube;f. Instagram;h. Snapchat,b. Whatsapp;messenger,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor",e. Akadeemiline uurimistöö ja ülikool,a. Riiklik valitsus;c. Avalikud teenused;e. Akadeemiline uurimistöö ja ülikool;f. Erateadustegevus ja innovatsioon;l. Individuaalne kodanik,Neutraalne,Neutraalne,Neutraalne,Neutraalne,a. Naabrusühendused ja linnaosaüritused;g. Online (veebifoorumid ja rakendused),2,4,a. Jah,a. Online-uuringud;d. Mobiilse hääletamise rakendus,d. Üks tund kuus,
2020/06/02 12:20:38 PM UTC+3,207,207,Tallinn,Survey,Woman,1978-04-07,1978-04-07,Haabersti,6,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;e. Meilidest ja uudiskirjadest;f. Trükitud meedia (raamatud, flaierid, sõltumatud aktivismi lehed);g. Ajalehtedest (professioonaalsest ajakirjandusest)",a. Facebook;b. Twitter;c. YouTube;e. LinkedIn;f. Instagram,"b. Whatsapp;e. Telegram;messenger, viber, skype",3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte;j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing;k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor;l. Individuaalne kodanik",Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),"a. Naabrusühendused ja linnaosaüritused;d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid;e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",4,3,a. Jah,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine",c. Üks tund nädalas,
2020/06/03 12:00:20 PM UTC+3,208,208,Tallinn,Survey,Woman,1991-02-27,2004-01-01,Mustamäe,5,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;h. Raadiost;i. Televisioonist",a. Facebook;c. YouTube;e. LinkedIn,FB messenger; Viber,"2. Haridus, teadus ja innovatsioon","h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte;i. Sõltumatu disainer, arhitekt või arendaja;j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing;l. Individuaalne kodanik",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,Poolt (hea suhe ja vastastikune mõju),b. Ülemaailmsed reklaamiüritused ja foorumid;c. Innovatsiooni ja startupid tugistruktuur;g. Online (veebifoorumid ja rakendused),4,2,b. Ei,a. Online-uuringud;b. Õpitoad;d. Mobiilse hääletamise rakendus,c. Üks tund nädalas,
2020/06/04 10:44:20 PM UTC+3,209,209,Tallinn,Survey,Woman,1991-02-22,2011-07-01,Kristiine,4,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;i. Televisioonist",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack;Messenger,1. Valitussektor ja avalik sektor,l. Individuaalne kodanik,"a. Riiklik valitsus;b. Kohalik valitsus;c. Avalikud teenused;h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte;j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing;k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor;l. Individuaalne kodanik",Neutraalne,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),c. Innovatsiooni ja startupid tugistruktuur;d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid;f. Linnavolikogu või muud arutavad valitsuskogud,3,3,a. Jah,d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine,c. Üks tund nädalas,
2020/06/04 8:07:51 PM UTC+3,210,210,Tallinn,Survey,Woman,1991-12-15,2011-08-29,Põhja-Tallinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;e. Meilidest ja uudiskirjadest;g. Ajalehtedest (professioonaalsest ajakirjandusest);i. Televisioonist",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;Messenger (Facebook),3. Erasektor,l. Individuaalne kodanik,b. Kohalik valitsus;c. Avalikud teenused;d. Finants- ja asutamispartner;f. Erateadustegevus ja innovatsioon;g. Suur ettevõtte (IT või ehitustööstus),Neutraalne,Neutraalne,Neutraalne,Neutraalne,a. Naabrusühendused ja linnaosaüritused;g. Online (veebifoorumid ja rakendused),3,3,a. Jah,a. Online-uuringud;b. Õpitoad,a. Enam kui tund aega päevas,
2020/06/09 10:52:46 PM UTC+3,211,211,Tallinn,Survey,Woman,1990-11-06,1994-11-06,Põhja-Tallinn,3,"c. Suust suhu sõprade, pere ja naabrite seas;Töö juurest",c. YouTube;d. Medium;e. LinkedIn;g. Pinterest,b. Whatsapp;FB Messenger,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor",e. Akadeemiline uurimistöö ja ülikool,a. Riiklik valitsus;b. Kohalik valitsus;d. Finants- ja asutamispartner;f. Erateadustegevus ja innovatsioon,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,Neutraalne,b. Ülemaailmsed reklaamiüritused ja foorumid;c. Innovatsiooni ja startupid tugistruktuur,3,5,b. Ei,"c. Vestlus telefoni, veebikõne või kohtumise teel",c. Üks tund nädalas,
2020/06/11 4:10:16 PM UTC+3,212,212,Tallinn,Survey,Woman,1991-08-08,1991-08-08,Kesklinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );d. Infoveebilehtedest ja internetist;g. Ajalehtedest (professioonaalsest ajakirjandusest)",a. Facebook;c. YouTube;f. Instagram,b. Whatsapp,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor","i. Sõltumatu disainer, arhitekt või arendaja","e. Akadeemiline uurimistöö ja ülikool;f. Erateadustegevus ja innovatsioon;i. Sõltumatu disainer, arhitekt või arendaja;k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor",Vastu (halb suhe ja vastasseis otsuste tegemises),Poolt (hea suhe ja vastastikune mõju),Neutraalne,Neutraalne,"e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",3,2,a. Jah,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus",a. Enam kui tund aega päevas,
2020/06/12 3:14:59 PM UTC+3,213,213,Tallinn,Survey,Woman,1996-06-13,2016-05-01,Mustamäe,7,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;g. Ajalehtedest (professioonaalsest ajakirjandusest);h. Raadiost",a. Facebook;f. Instagram,b. Whatsapp,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor",l. Individuaalne kodanik,"j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),"b. Ülemaailmsed reklaamiüritused ja foorumid;e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",3,2,a. Jah,"a. Online-uuringud;c. Vestlus telefoni, veebikõne või kohtumise teel;e. Kogukonna projektijuhtimine",b. Üks tund päevas,
2020/06/13 11:17:44 AM UTC+3,214,214,Tallinn,Survey,Woman,1977-08-23,2005-05-01,Linnaat väljas,7,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;h. Raadiost;i. Televisioonist;j. Linnavolikogust;Äpist",a. Facebook;b. Twitter;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack,"2. Haridus, teadus ja innovatsioon",l. Individuaalne kodanik,b. Kohalik valitsus;c. Avalikud teenused;e. Akadeemiline uurimistöö ja ülikool;k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,Poolt (hea suhe ja vastastikune mõju),"e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",4,4,a. Jah,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine",c. Üks tund nädalas,
2020/06/13 8:55:47 PM UTC+3,215,215,Tallinn,Survey,Woman,1993-11-08,2013-08-25,Kristiine,5,d. Infoveebilehtedest ja internetist;g. Ajalehtedest (professioonaalsest ajakirjandusest),a. Facebook;e. LinkedIn;f. Instagram,d. Slack,"2. Haridus, teadus ja innovatsioon",g. Suur ettevõtte (IT või ehitustööstus),l. Individuaalne kodanik,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,Neutraalne,c. Innovatsiooni ja startupid tugistruktuur,3,3,a. Jah,a. Online-uuringud;e. Kogukonna projektijuhtimine,d. Üks tund kuus,
2020/06/14 9:12:23 PM UTC+3,216,216,Tallinn,Survey,Woman,1978-03-22,2003-06-14,Kesklinn,7,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );d. Infoveebilehtedest ja internetist;g. Ajalehtedest (professioonaalsest ajakirjandusest);i. Televisioonist;j. Linnavolikogust",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;Messenger,3. Erasektor,k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor,k. Rahvusvahelised valitsusvälised organisatsioonid ja kolmas sektor,Neutraalne,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,"a. Naabrusühendused ja linnaosaüritused;e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad)",1,2,b. Ei,a. Online-uuringud;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine,e. Üks tund aastas,
2020/06/15 10:42:07 AM UTC+3,217,217,Tallinn,Survey,Woman,1992-04-21,2012-08-12,Põhja-Tallinn,7,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;f. Trükised (raamatud, flaierid, sõltumatud aktivismi lehed)",a. Facebook;e. LinkedIn;f. Instagram,d. Slack;Facebook Messenger,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor","h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte",b. Kohalik valitsus;c. Avalikud teenused,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),a. Naabrusühendused ja linnaosaüritused;b. Ülemaailmsed reklaamiüritused ja foorumid;c. Innovatsiooni ja startupid tugistruktuur;g. Online (veebifoorumid ja rakendused);Linnaosagrupid Facebookis,3,4,a. Jah,a. Online-uuringud;b. Õpitoad,d. Üks tund kuus,
2020/06/16 1:31:12 PM UTC+3,218,218,Tallinn,Survey,Woman,1994-05-08,2016-08-20,Põhja-Tallinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack;e. Telegram,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","e. Akadeemiline uurimistöö ja ülikool;h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte;l. Individuaalne kodanik",Vastu (halb suhe ja vastasseis otsuste tegemises),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Neutraalne,b. Ülemaailmsed reklaamiüritused ja foorumid;c. Innovatsiooni ja startupid tugistruktuur;d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid;g. Online (veebifoorumid ja rakendused),1,3,a. Jah,"a. Online-uuringud;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine",c. Üks tund nädalas,
2020/06/22 10:09:41 PM UTC+3,219,219,Tallinn,Survey,Woman,1982-03-30,2005-09-01,Kristiine,7,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;e. Uudiskirjadest;f. Trükised (raamatud, flaierid, sõltumatud aktivismi lehed);g. Ajalehtedest (professioonaalsest ajakirjandusest);i. Televisioonist;j. Linnavolikogust",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack;Viber,3. Erasektor,c. Avalikud teenused,a. Riiklik valitsus;b. Kohalik valitsus,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Neutraalne,"a. Naabrusühendused ja linnaosaüritused;b. Ülemaailmsed reklaamiüritused ja foorumid;e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);f. Linnavolikogu või muud arutavad valitsuskogud;g. Online (veebifoorumid ja rakendused)",4,3,a. Jah,"a. Online-uuringud;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus",c. Üks tund nädalas,
2020/06/25 7:43:11 PM UTC+3,220,220,Tallinn,Survey,Woman,1980-10-03,1980-10-03,Pirita,5,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );d. Infoveebilehtedest ja internetist;h. Raadiost",a. Facebook;c. YouTube;f. Instagram,b. Whatsapp,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte",a. Riiklik valitsus;b. Kohalik valitsus,Vastu (halb suhe ja vastasseis otsuste tegemises),Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),a. Naabrusühendused ja linnaosaüritused;g. Online (veebifoorumid ja rakendused),2,3,a. Jah,e. Kogukonna projektijuhtimine,c. Üks tund nädalas,
